Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Category,Product_Name,Quantity,Unit_Price,Gross_Sales,Discount_Percent,Discount_Amount,Net_Sales,Cost,Profit,State,City,Payment_Mode,Ship_Mode,Sales_Channel,Is_Returned,Customer_Rating
AMZ-158896,2022-01-26,CUST-37998,Myra Verma,Prime Member,Grocery,Dry Fruits Pack,3,562.01,1686.03,15,252.9,1433.13,1205.48,227.65,Delhi,New Delhi,Credit Card,Expedited,Website,1,2
AMZ-196610,2022-01-26,CUST-15932,Arjun Verma,Returning,Fashion,Backpack,1,2065.84,2065.84,5,103.29,1962.55,1412.98,549.57,Karnataka,Bengaluru,Net Banking,Standard,Amazon App - Prime,0,5
AMZ-163267,2022-01-26,CUST-11788,Advait Das,New,Sports & Fitness,Cricket Bat,1,1145.37,1145.37,0,0.0,1145.37,738.79,406.58,Haryana,Faridabad,Credit Card,Standard,Amazon App - Prime,0,3
AMZ-111032,2022-01-26,CUST-14828,Aadhya Rao,Returning,Fashion,Sunglasses,4,650.72,2602.88,5,130.14,2472.74,1699.54,773.2,Gujarat,Surat,Cash on Delivery,Standard,Mobile App,0,4
AMZ-191723,2022-01-26,CUST-11669,Myra Nair,Returning,Fashion,Jacket,1,1273.92,1273.92,15,191.09,1082.83,977.86,104.97,Tamil Nadu,Coimbatore,UPI,Same-Day,Website,0,5
AMZ-176591,2022-01-26,CUST-44450,Neha Nair,Returning,Books,Biography,1,525.63,525.63,5,26.28,499.35,402.01,97.34,Uttar Pradesh,Noida,Credit Card,Same-Day,Amazon App - Prime,0,3
AMZ-105420,2022-01-26,CUST-13097,Ananya Verma,Prime Member,Fashion,Running Shoes,1,1021.89,1021.89,20,204.38,817.51,676.38,141.13,Delhi,New Delhi,Credit Card,Standard,Website,1,1
AMZ-166551,2022-01-26,CUST-21829,Saanvi Chopra,Returning,Home & Kitchen,Storage Boxes,1,3627.13,3627.13,5,181.36,3445.77,2388.77,1057.0,West Bengal,Howrah,Amazon Pay,Standard,Website,0,4
AMZ-109259,2022-01-26,CUST-13950,Ananya Chopra,Returning,Sports & Fitness,Resistance Bands,1,9804.78,9804.78,15,1470.72,8334.06,7437.91,896.15,Karnataka,Mysuru,UPI,Prime One-Day,Mobile App,0,4
AMZ-178431,2022-01-26,CUST-28226,Kiara Verma,Returning,Toys & Baby Products,Diaper Pack,5,4412.86,22064.3,20,4412.86,17651.44,15507.46,2143.98,Punjab,Amritsar,UPI,Expedited,Website,0,4
AMZ-165449,2022-01-26,CUST-27348,Saanvi Singh,New,Beauty & Personal Care,Shampoo,2,99.53,199.06,5,9.95,189.11,130.23,58.88,Rajasthan,Udaipur,Amazon Pay,Expedited,Amazon App - Prime,0,4
AMZ-155497,2022-01-26,CUST-28023,Priya Bose,New,Books,Children's Book,3,468.2,1404.6,15,210.69,1193.91,809.04,384.87,Karnataka,Bengaluru,Amazon Pay,Same-Day,Website,0,4
AMZ-122046,2022-01-26,CUST-25092,Advait Sharma,Prime Member,Home & Kitchen,Curtains,2,1557.66,3115.32,5,155.77,2959.55,1724.02,1235.53,Maharashtra,Nagpur,Cash on Delivery,Prime One-Day,Mobile App,0,4
AMZ-188636,2022-01-26,CUST-29708,Ayaan Malhotra,Returning,Electronics,Tablet,1,25764.84,25764.84,5,1288.24,24476.6,19475.67,5000.93,Gujarat,Surat,Credit Card,Same-Day,Website,0,3
AMZ-124676,2022-01-26,CUST-20763,Sai Verma,New,Books,Fiction Novel,4,246.68,986.72,20,197.34,789.38,569.69,219.69,Kerala,Kochi,UPI,Expedited,Mobile App,0,3
AMZ-103845,2022-01-26,CUST-21952,Aadhya Nair,Returning,Home & Kitchen,Storage Boxes,1,7030.79,7030.79,20,1406.16,5624.63,5269.39,355.24,Punjab,Ludhiana,Debit Card,Same-Day,Mobile App,0,5
AMZ-134006,2022-01-26,CUST-42496,Myra Das,Returning,Home & Kitchen,Water Bottle,2,8160.7,16321.4,20,3264.28,13057.12,9003.54,4053.58,Delhi,New Delhi,UPI,Expedited,Website,1,2
AMZ-197903,2022-01-26,CUST-16857,Vivaan Iyer,New,Electronics,Tablet,1,45715.41,45715.41,20,9143.08,36572.33,30626.19,5946.14,Rajasthan,Udaipur,UPI,Standard,Mobile App,0,5
AMZ-151573,2022-01-26,CUST-34885,Kabir Joshi,New,Fashion,Handbag,2,2095.33,4190.66,15,628.6,3562.06,2845.8,716.26,Tamil Nadu,Coimbatore,Net Banking,Prime One-Day,Website,0,5
AMZ-150833,2022-01-26,CUST-16932,Kabir Das,Prime Member,Books,Children's Book,1,957.53,957.53,30,287.26,670.27,688.16,-17.89,Delhi,New Delhi,Cash on Delivery,Standard,Mobile App,1,1
AMZ-197213,2022-01-26,CUST-40376,Ishita Iyer,New,Fashion,Wrist Watch,1,3656.25,3656.25,40,1462.5,2193.75,2443.83,-250.08,Delhi,New Delhi,UPI,Standard,Website,0,5
AMZ-129895,2022-01-26,CUST-44139,Sai Patel,Returning,Books,Children's Book,2,266.99,533.98,10,53.4,480.58,315.33,165.25,Punjab,Amritsar,Cash on Delivery,Same-Day,Amazon App - Prime,0,2
AMZ-113327,2022-01-26,CUST-19159,Neha Mehta,Returning,Beauty & Personal Care,Makeup Kit,1,2089.89,2089.89,0,0.0,2089.89,1503.66,586.23,Uttar Pradesh,Lucknow,Cash on Delivery,Expedited,Amazon App - Prime,0,5
AMZ-128378,2022-01-26,CUST-31206,Rohan Nair,Returning,Grocery,Cooking Oil,1,759.2,759.2,10,75.92,683.28,424.14,259.14,Delhi,New Delhi,Debit Card,Standard,Website,1,2
AMZ-159165,2022-01-26,CUST-11784,Vihaan Mehta,Returning,Fashion,Sunglasses,1,4336.64,4336.64,20,867.33,3469.31,2469.82,999.49,Haryana,Gurugram,Amazon Pay,Standard,Website,0,5
AMZ-133602,2022-01-26,CUST-18141,Arjun Chopra,New,Fashion,Women's Kurti,1,1407.51,1407.51,0,0.0,1407.51,844.14,563.37,Telangana,Hyderabad,Amazon Pay,Same-Day,Mobile App,0,4
AMZ-136188,2022-01-26,CUST-39753,Vivaan Joshi,New,Electronics,Smartphone,2,44502.99,89005.98,0,0.0,89005.98,64059.65,24946.33,West Bengal,Howrah,Credit Card,Expedited,Amazon App - Prime,0,2
AMZ-170234,2022-01-26,CUST-11736,Saanvi Mehta,Returning,Electronics,Laptop,1,20240.14,20240.14,15,3036.02,17204.12,14920.43,2283.69,Haryana,Faridabad,Cash on Delivery,Prime One-Day,Amazon App - Prime,0,2
AMZ-172351,2022-01-26,CUST-30513,Myra Joshi,Prime Member,Grocery,Green Tea,5,1214.37,6071.85,5,303.59,5768.26,4459.14,1309.12,Karnataka,Mysuru,Cash on Delivery,Expedited,Website,0,5
AMZ-192196,2022-01-26,CUST-11183,Ritu Das,New,Fashion,Jeans,2,3105.5,6211.0,5,310.55,5900.45,4838.61,1061.84,Kerala,Thiruvananthapuram,Debit Card,Prime One-Day,Mobile App,0,3
AMZ-102252,2022-01-26,CUST-24803,Saanvi Das,Returning,Electronics,Camera,1,40650.1,40650.1,0,0.0,40650.1,29817.57,10832.53,West Bengal,Howrah,Cash on Delivery,Standard,Mobile App,0,5
AMZ-126595,2022-01-26,CUST-27882,Vihaan Mehta,New,Home & Kitchen,Curtains,1,11141.49,11141.49,5,557.07,10584.42,6915.89,3668.53,Kerala,Kochi,Debit Card,Expedited,Website,0,5
AMZ-186020,2022-01-26,CUST-25071,Aadhya Kumar,New,Sports & Fitness,Dumbbells,1,3198.25,3198.25,20,639.65,2558.6,2143.44,415.16,Maharashtra,Nagpur,Credit Card,Standard,Mobile App,0,5
AMZ-136906,2022-01-26,CUST-38685,Priya Iyer,Returning,Fashion,Men's T-Shirt,2,1437.19,2874.38,10,287.44,2586.94,1944.23,642.71,Karnataka,Mysuru,UPI,Expedited,Mobile App,0,4
AMZ-142943,2022-01-26,CUST-17088,Ishita Malhotra,Prime Member,Beauty & Personal Care,Face Wash,1,104.8,104.8,20,20.96,83.84,61.97,21.87,Telangana,Hyderabad,Credit Card,Expedited,Website,0,4
AMZ-141537,2022-01-26,CUST-13346,Kiara Singh,New,Toys & Baby Products,Soft Toy,4,4341.47,17365.88,0,0.0,17365.88,9748.14,7617.74,Maharashtra,Pune,Cash on Delivery,Standard,Mobile App,0,5
AMZ-180657,2022-01-26,CUST-24651,Rohan Das,Returning,Grocery,Basmati Rice,1,563.93,563.93,20,112.79,451.14,393.14,58.0,Gujarat,Surat,UPI,Standard,Amazon App - Prime,0,5
AMZ-177545,2022-01-26,CUST-30753,Ishita Das,Prime Member,Electronics,Smartwatch,4,29030.16,116120.64,15,17418.1,98702.54,70428.36,28274.18,Karnataka,Mysuru,Net Banking,Standard,Mobile App,0,5
AMZ-125550,2022-01-26,CUST-24230,Saanvi Sharma,New,Books,Cookbook,1,244.62,244.62,0,0.0,244.62,186.78,57.84,Tamil Nadu,Chennai,Amazon Pay,Standard,Website,0,5
AMZ-194265,2022-01-26,CUST-19864,Diya Verma,Prime Member,Home & Kitchen,Vacuum Cleaner,1,5544.95,5544.95,0,0.0,5544.95,3241.66,2303.29,Telangana,Hyderabad,Credit Card,Standard,Mobile App,0,1
AMZ-108137,2022-01-26,CUST-24038,Neha Joshi,Prime Member,Home & Kitchen,Bedsheet Set,2,1867.44,3734.88,20,746.98,2987.9,2338.28,649.62,West Bengal,Howrah,Debit Card,Same-Day,Website,0,5
AMZ-118146,2022-01-26,CUST-43248,Saanvi Mehta,New,Fashion,Jacket,3,2235.89,6707.67,10,670.77,6036.9,3996.04,2040.86,Uttar Pradesh,Kanpur,UPI,Standard,Mobile App,0,5
AMZ-100546,2022-01-26,CUST-35958,Riya Das,Prime Member,Electronics,Headphones,1,56917.68,56917.68,0,0.0,56917.68,42493.33,14424.35,Tamil Nadu,Chennai,Credit Card,Standard,Website,0,5
AMZ-163057,2022-01-26,CUST-28083,Ishita Joshi,New,Books,Self-Help Book,1,269.5,269.5,10,26.95,242.55,148.63,93.92,Uttar Pradesh,Lucknow,Net Banking,Expedited,Mobile App,0,4
AMZ-112104,2022-01-26,CUST-39018,Ritu Patel,New,Electronics,Camera,1,41509.23,41509.23,0,0.0,41509.23,30925.22,10584.01,Tamil Nadu,Chennai,Cash on Delivery,Standard,Mobile App,0,4
AMZ-148872,2022-01-26,CUST-18311,Simran Mehta,Returning,Electronics,Bluetooth Speaker,1,6377.6,6377.6,15,956.64,5420.96,4969.97,450.99,Punjab,Amritsar,Net Banking,Standard,Mobile App,0,5
AMZ-134812,2022-01-26,CUST-23259,Vihaan Gupta,New,Sports & Fitness,Yoga Mat,1,11169.95,11169.95,15,1675.49,9494.46,8068.99,1425.47,Karnataka,Bengaluru,UPI,Standard,Mobile App,0,5
AMZ-185458,2022-01-26,CUST-16156,Ayaan Mehta,Returning,Beauty & Personal Care,Face Wash,1,490.05,490.05,20,98.01,392.04,273.81,118.23,Uttar Pradesh,Noida,Credit Card,Expedited,Mobile App,0,4
AMZ-125030,2022-01-26,CUST-32660,Vihaan Sharma,Prime Member,Books,Fiction Novel,1,829.85,829.85,20,165.97,663.88,497.77,166.11,Rajasthan,Udaipur,UPI,Expedited,Website,0,4
AMZ-182859,2022-01-26,CUST-32650,Arjun Sharma,Returning,Beauty & Personal Care,Trimmer,2,616.37,1232.74,20,246.55,986.19,856.91,129.28,Karnataka,Bengaluru,Debit Card,Standard,Website,0,4
AMZ-185443,2022-01-26,CUST-15344,Aarav Singh,Returning,Fashion,Sunglasses,3,937.16,2811.48,0,0.0,2811.48,1666.63,1144.85,Uttar Pradesh,Kanpur,UPI,Same-Day,Amazon App - Prime,1,2
AMZ-146461,2022-01-26,CUST-15991,Myra Verma,New,Toys & Baby Products,Soft Toy,1,1490.18,1490.18,25,372.54,1117.64,870.41,247.23,Karnataka,Bengaluru,UPI,Standard,Amazon App - Prime,0,2
AMZ-155400,2022-01-26,CUST-26879,Aditya Patel,Prime Member,Home & Kitchen,Mixer Grinder,1,5797.57,5797.57,0,0.0,5797.57,3332.06,2465.51,Haryana,Gurugram,Debit Card,Prime One-Day,Amazon App - Prime,0,4
AMZ-178191,2022-01-26,CUST-36714,Ananya Iyer,Returning,Books,Cookbook,1,462.31,462.31,10,46.23,416.08,276.25,139.83,Karnataka,Mysuru,Debit Card,Standard,Amazon App - Prime,0,5
AMZ-179750,2022-01-26,CUST-39012,Kabir Iyer,Returning,Sports & Fitness,Treadmill,1,3357.13,3357.13,15,503.57,2853.56,2607.89,245.67,Tamil Nadu,Chennai,Cash on Delivery,Standard,Website,0,1
AMZ-148593,2022-01-26,CUST-41567,Aarav Singh,Returning,Grocery,Spices Combo,1,1217.65,1217.65,15,182.65,1035.0,934.26,100.74,Punjab,Ludhiana,UPI,Prime One-Day,Mobile App,0,5
AMZ-137152,2022-01-26,CUST-29152,Arjun Reddy,Returning,Electronics,Smartphone,1,38417.41,38417.41,20,7683.48,30733.93,26374.91,4359.02,Haryana,Gurugram,Debit Card,Same-Day,Website,0,5
AMZ-195409,2022-01-26,CUST-26285,Reyansh Patel,Returning,Grocery,Cooking Oil,1,764.37,764.37,0,0.0,764.37,546.6,217.77,Delhi,New Delhi,Debit Card,Expedited,Mobile App,0,4
AMZ-109592,2022-01-26,CUST-41737,Vivaan Singh,Returning,Fashion,Men's T-Shirt,1,2411.9,2411.9,0,0.0,2411.9,1651.94,759.96,Tamil Nadu,Coimbatore,Amazon Pay,Same-Day,Amazon App - Prime,0,3
AMZ-136138,2022-01-26,CUST-10267,Vihaan Bose,Prime Member,Fashion,Sunglasses,4,1017.69,4070.76,0,0.0,4070.76,2618.08,1452.68,Delhi,New Delhi,UPI,Same-Day,Amazon App - Prime,0,5
AMZ-109355,2022-01-26,CUST-18038,Advait Nair,Prime Member,Electronics,Laptop,1,8794.28,8794.28,0,0.0,8794.28,5796.51,2997.77,Telangana,Hyderabad,Debit Card,Expedited,Amazon App - Prime,0,4
AMZ-165856,2022-01-26,CUST-28403,Aarav Joshi,New,Home & Kitchen,Non-Stick Cookware,2,9867.79,19735.58,20,3947.12,15788.46,15388.44,400.02,Delhi,New Delhi,UPI,Expedited,Website,0,5
AMZ-176982,2022-01-26,CUST-15819,Ayaan Kumar,Returning,Electronics,Smartphone,1,49384.18,49384.18,5,2469.21,46914.97,32671.38,14243.59,Haryana,Gurugram,Debit Card,Standard,Amazon App - Prime,0,3
AMZ-174299,2022-01-26,CUST-17228,Rohan Reddy,New,Sports & Fitness,Dumbbells,2,1726.3,3452.6,0,0.0,3452.6,2209.8,1242.8,Rajasthan,Udaipur,Credit Card,Expedited,Mobile App,0,3
AMZ-157179,2022-01-27,CUST-25467,Reyansh Sharma,Returning,Fashion,Men's T-Shirt,1,3505.11,3505.11,15,525.77,2979.34,2209.01,770.33,Haryana,Gurugram,Credit Card,Expedited,Website,0,4
AMZ-111017,2022-01-27,CUST-18158,Aadhya Bose,Returning,Fashion,Sunglasses,4,2007.8,8031.2,25,2007.8,6023.4,5138.64,884.76,Kerala,Thiruvananthapuram,Debit Card,Standard,Amazon App - Prime,0,4
AMZ-142569,2022-01-27,CUST-13836,Advait Das,New,Home & Kitchen,Storage Boxes,2,9808.33,19616.66,0,0.0,19616.66,14217.08,5399.58,Karnataka,Bengaluru,Amazon Pay,Standard,Amazon App - Prime,0,5
AMZ-193013,2022-01-27,CUST-22631,Rohan Malhotra,New,Electronics,Bluetooth Speaker,1,27274.07,27274.07,0,0.0,27274.07,18137.77,9136.3,Delhi,New Delhi,Credit Card,Standard,Amazon App - Prime,0,5
AMZ-160899,2022-01-27,CUST-32647,Priya Chopra,Returning,Fashion,Backpack,1,1168.41,1168.41,40,467.36,701.05,673.85,27.2,Punjab,Ludhiana,Credit Card,Standard,Mobile App,0,1
AMZ-144516,2022-01-27,CUST-42650,Aarav Malhotra,Returning,Books,Self-Help Book,1,676.11,676.11,10,67.61,608.5,518.27,90.23,Maharashtra,Mumbai,Credit Card,Same-Day,Mobile App,0,2
AMZ-153360,2022-01-27,CUST-24826,Myra Verma,Prime Member,Home & Kitchen,LED Bulb,2,2577.18,5154.36,0,0.0,5154.36,2955.9,2198.46,Haryana,Faridabad,UPI,Expedited,Website,0,2
AMZ-160859,2022-01-27,CUST-32547,Myra Nair,Prime Member,Books,Biography,1,323.24,323.24,0,0.0,323.24,178.39,144.85,Telangana,Hyderabad,UPI,Expedited,Mobile App,0,2
AMZ-134761,2022-01-27,CUST-15923,Aditya Malhotra,Returning,Home & Kitchen,LED Bulb,2,1548.21,3096.42,0,0.0,3096.42,2387.55,708.87,Telangana,Hyderabad,Credit Card,Standard,Website,0,5
AMZ-106118,2022-01-27,CUST-25129,Kiara Patel,Returning,Sports & Fitness,Resistance Bands,1,800.34,800.34,15,120.05,680.29,444.9,235.39,Kerala,Thiruvananthapuram,UPI,Standard,Mobile App,0,5
AMZ-169423,2022-01-27,CUST-16815,Ishita Rao,Returning,Grocery,Basmati Rice,1,713.04,713.04,10,71.3,641.74,450.63,191.11,Rajasthan,Jaipur,UPI,Same-Day,Mobile App,0,5
AMZ-128861,2022-01-27,CUST-19532,Neha Gupta,Returning,Fashion,Jacket,1,3287.65,3287.65,10,328.76,2958.89,2356.37,602.52,Rajasthan,Jaipur,UPI,Standard,Amazon App - Prime,0,5
AMZ-180496,2022-01-27,CUST-34990,Kabir Bose,New,Home & Kitchen,Water Bottle,2,6300.43,12600.86,20,2520.17,10080.69,7929.11,2151.58,Maharashtra,Pune,Cash on Delivery,Same-Day,Website,1,1
AMZ-136606,2022-01-27,CUST-15505,Vivaan Bose,New,Grocery,Dry Fruits Pack,2,784.66,1569.32,20,313.86,1255.46,1063.97,191.49,Delhi,New Delhi,Net Banking,Standard,Mobile App,0,5
AMZ-171007,2022-01-27,CUST-24696,Neha Kumar,Prime Member,Grocery,Cooking Oil,2,1367.6,2735.2,20,547.04,2188.16,1724.86,463.3,Punjab,Amritsar,Credit Card,Standard,Mobile App,0,5
AMZ-138507,2022-01-27,CUST-19763,Vihaan Verma,New,Home & Kitchen,Storage Boxes,1,7898.19,7898.19,5,394.91,7503.28,6038.04,1465.24,Rajasthan,Udaipur,Debit Card,Expedited,Website,0,5
AMZ-103209,2022-01-27,CUST-20110,Ritu Das,New,Fashion,Backpack,2,3462.94,6925.88,30,2077.76,4848.12,4104.69,743.43,Rajasthan,Jaipur,Debit Card,Same-Day,Mobile App,0,4
AMZ-138715,2022-01-27,CUST-18281,Ishita Iyer,Returning,Grocery,Basmati Rice,4,627.25,2509.0,5,125.45,2383.55,1464.91,918.64,West Bengal,Kolkata,Cash on Delivery,Prime One-Day,Amazon App - Prime,0,1
AMZ-140437,2022-01-27,CUST-20540,Aditya Gupta,Prime Member,Sports & Fitness,Dumbbells,1,7672.07,7672.07,15,1150.81,6521.26,4904.17,1617.09,Kerala,Kochi,UPI,Prime One-Day,Website,0,5
AMZ-198773,2022-01-27,CUST-13734,Myra Singh,Returning,Home & Kitchen,Curtains,1,741.37,741.37,0,0.0,741.37,470.42,270.95,Kerala,Kochi,Cash on Delivery,Standard,Amazon App - Prime,0,5
AMZ-173136,2022-01-27,CUST-35596,Vivaan Kumar,New,Toys & Baby Products,Building Blocks,1,438.02,438.02,30,131.41,306.61,286.26,20.35,Punjab,Ludhiana,Credit Card,Standard,Amazon App - Prime,0,5
AMZ-196347,2022-01-27,CUST-44991,Reyansh Das,Prime Member,Toys & Baby Products,Soft Toy,1,4287.38,4287.38,5,214.37,4073.01,3321.75,751.26,Uttar Pradesh,Noida,UPI,Expedited,Mobile App,0,4
AMZ-100725,2022-01-27,CUST-28706,Aarav Chopra,New,Electronics,Tablet,1,29096.61,29096.61,25,7274.15,21822.46,18645.23,3177.23,Rajasthan,Jaipur,UPI,Expedited,Mobile App,1,1
AMZ-186533,2022-01-27,CUST-39474,Riya Gupta,Returning,Fashion,Women's Kurti,1,2710.62,2710.62,20,542.12,2168.5,1540.14,628.36,Karnataka,Bengaluru,UPI,Standard,Website,0,5
AMZ-134382,2022-01-27,CUST-39977,Saanvi Nair,Returning,Sports & Fitness,Resistance Bands,2,14753.18,29506.36,0,0.0,29506.36,16337.11,13169.25,Delhi,New Delhi,UPI,Same-Day,Mobile App,0,5
AMZ-107880,2022-01-27,CUST-30147,Kabir Das,Returning,Beauty & Personal Care,Shampoo,2,955.68,1911.36,5,95.57,1815.79,1388.7,427.09,West Bengal,Kolkata,Cash on Delivery,Prime One-Day,Website,0,4
AMZ-102586,2022-01-27,CUST-27965,Saanvi Mehta,Prime Member,Electronics,Camera,1,40555.03,40555.03,0,0.0,40555.03,31461.32,9093.71,Telangana,Hyderabad,UPI,Standard,Mobile App,0,5
AMZ-147677,2022-01-27,CUST-26226,Kabir Das,New,Toys & Baby Products,Diaper Pack,1,1883.67,1883.67,15,282.55,1601.12,1137.87,463.25,Karnataka,Mysuru,Cash on Delivery,Same-Day,Amazon App - Prime,0,5
AMZ-170726,2022-01-27,CUST-13256,Advait Reddy,Returning,Grocery,Dry Fruits Pack,5,931.83,4659.15,5,232.96,4426.19,2948.06,1478.13,West Bengal,Howrah,Amazon Pay,Standard,Website,0,5
AMZ-110725,2022-01-27,CUST-37948,Ananya Mehta,Prime Member,Toys & Baby Products,Diaper Pack,5,642.42,3212.1,15,481.82,2730.28,2295.22,435.06,Rajasthan,Udaipur,UPI,Standard,Website,0,5
AMZ-197297,2022-01-27,CUST-15130,Simran Joshi,Returning,Toys & Baby Products,Diaper Pack,1,1311.73,1311.73,0,0.0,1311.73,872.56,439.17,Haryana,Faridabad,UPI,Standard,Mobile App,0,5
AMZ-118820,2022-01-27,CUST-26003,Arjun Joshi,Returning,Beauty & Personal Care,Skincare Kit,1,441.7,441.7,10,44.17,397.53,257.78,139.75,Kerala,Thiruvananthapuram,Credit Card,Same-Day,Website,0,2
AMZ-165618,2022-01-27,CUST-22471,Saanvi Kumar,Returning,Beauty & Personal Care,Hair Dryer,3,1725.05,5175.15,15,776.27,4398.88,3801.82,597.06,Tamil Nadu,Coimbatore,Credit Card,Standard,Website,1,1
AMZ-188436,2022-01-27,CUST-18440,Priya Sharma,Prime Member,Home & Kitchen,Bedsheet Set,3,9690.69,29072.07,15,4360.81,24711.26,21653.13,3058.13,Karnataka,Mysuru,UPI,Standard,Amazon App - Prime,0,5
AMZ-123870,2022-01-27,CUST-30407,Advait Nair,New,Sports & Fitness,Cycling Helmet,1,8613.87,8613.87,0,0.0,8613.87,6049.01,2564.86,Karnataka,Bengaluru,Debit Card,Prime One-Day,Website,0,4
AMZ-196438,2022-01-27,CUST-12822,Neha Reddy,New,Toys & Baby Products,Baby Stroller,1,2440.89,2440.89,5,122.04,2318.85,1427.02,891.83,Punjab,Amritsar,Debit Card,Standard,Website,0,1
AMZ-158264,2022-01-27,CUST-39005,Simran Joshi,Prime Member,Toys & Baby Products,Building Blocks,1,4924.38,4924.38,5,246.22,4678.16,3444.57,1233.59,Maharashtra,Mumbai,UPI,Standard,Website,0,4
AMZ-191423,2022-01-27,CUST-25240,Aadhya Iyer,Returning,Beauty & Personal Care,Shampoo,1,1375.71,1375.71,0,0.0,1375.71,937.34,438.37,Uttar Pradesh,Lucknow,UPI,Prime One-Day,Mobile App,0,5
AMZ-126544,2022-01-27,CUST-28600,Ayaan Sharma,New,Fashion,Sunglasses,1,2137.82,2137.82,20,427.56,1710.26,1653.81,56.45,Uttar Pradesh,Kanpur,Amazon Pay,Expedited,Amazon App - Prime,0,5
AMZ-187022,2022-01-27,CUST-33690,Aditya Kumar,Prime Member,Home & Kitchen,Storage Boxes,1,6640.13,6640.13,15,996.02,5644.11,4744.69,899.42,Haryana,Faridabad,Cash on Delivery,Prime One-Day,Mobile App,0,4
AMZ-183939,2022-01-27,CUST-31960,Diya Sharma,New,Fashion,Sunglasses,1,3761.15,3761.15,30,1128.34,2632.81,2682.49,-49.68,Delhi,New Delhi,Amazon Pay,Same-Day,Mobile App,1,3
AMZ-138446,2022-01-27,CUST-34577,Ayaan Nair,New,Sports & Fitness,Yoga Mat,1,1873.33,1873.33,0,0.0,1873.33,1263.33,610.0,Punjab,Ludhiana,UPI,Standard,Mobile App,0,4
AMZ-194221,2022-01-27,CUST-18514,Simran Gupta,Returning,Fashion,Running Shoes,2,2368.29,4736.58,10,473.66,4262.92,3417.79,845.13,Gujarat,Ahmedabad,UPI,Expedited,Mobile App,0,5
AMZ-120866,2022-01-27,CUST-28385,Ishita Das,Returning,Electronics,Laptop,1,25426.85,25426.85,5,1271.34,24155.51,16576.65,7578.86,Karnataka,Mysuru,Cash on Delivery,Expedited,Website,0,3
AMZ-162080,2022-01-27,CUST-35447,Aditya Chopra,New,Fashion,Jeans,2,459.18,918.36,10,91.84,826.52,572.41,254.11,Punjab,Ludhiana,Credit Card,Expedited,Amazon App - Prime,0,4
AMZ-153380,2022-01-27,CUST-24822,Ananya Singh,Returning,Grocery,Cooking Oil,2,1283.98,2567.96,0,0.0,2567.96,1820.97,746.99,Karnataka,Mysuru,Net Banking,Standard,Mobile App,0,4
AMZ-176172,2022-01-27,CUST-44543,Aadhya Chopra,Returning,Books,Fiction Novel,1,370.19,370.19,20,74.04,296.15,213.08,83.07,Karnataka,Bengaluru,Net Banking,Expedited,Website,0,4
AMZ-157601,2022-01-27,CUST-10404,Kiara Verma,Returning,Grocery,Cooking Oil,2,168.81,337.62,15,50.64,286.98,231.93,55.05,Haryana,Faridabad,Debit Card,Expedited,Mobile App,0,3
AMZ-174512,2022-01-27,CUST-13518,Kiara Singh,New,Toys & Baby Products,Baby Stroller,1,3018.14,3018.14,15,452.72,2565.42,1991.24,574.18,Delhi,New Delhi,Cash on Delivery,Expedited,Amazon App - Prime,0,4
AMZ-167890,2022-01-27,CUST-37520,Saanvi Verma,New,Books,Self-Help Book,2,807.75,1615.5,5,80.78,1534.72,1040.81,493.91,Maharashtra,Nagpur,Credit Card,Standard,Mobile App,0,5
AMZ-193021,2022-01-27,CUST-32522,Riya Reddy,Returning,Electronics,Tablet,1,14524.54,14524.54,10,1452.45,13072.09,8961.11,4110.98,Uttar Pradesh,Noida,Amazon Pay,Standard,Website,0,5
AMZ-198526,2022-01-27,CUST-18487,Karan Mehta,Returning,Fashion,Sunglasses,1,3018.83,3018.83,20,603.77,2415.06,2111.02,304.04,Rajasthan,Udaipur,Cash on Delivery,Expedited,Mobile App,0,2
AMZ-109739,2022-01-27,CUST-22039,Kiara Nair,New,Beauty & Personal Care,Skincare Kit,1,529.2,529.2,20,105.84,423.36,342.59,80.77,Tamil Nadu,Coimbatore,Cash on Delivery,Standard,Mobile App,0,4
AMZ-109707,2022-01-27,CUST-26834,Myra Patel,New,Fashion,Women's Kurti,3,3042.83,9128.49,0,0.0,9128.49,5554.12,3574.37,Uttar Pradesh,Lucknow,Net Banking,Expedited,Website,0,3
AMZ-108232,2022-01-27,CUST-13520,Advait Rao,Returning,Fashion,Formal Shirt,1,3449.53,3449.53,20,689.91,2759.62,2311.71,447.91,Gujarat,Ahmedabad,UPI,Same-Day,Mobile App,0,5
AMZ-119088,2022-01-27,CUST-30355,Karan Patel,Returning,Fashion,Wrist Watch,4,4359.01,17436.04,0,0.0,17436.04,12935.65,4500.39,Maharashtra,Mumbai,Debit Card,Standard,Website,1,1
AMZ-155277,2022-01-27,CUST-27468,Kabir Nair,Returning,Electronics,Headphones,1,62056.95,62056.95,30,18617.08,43439.87,45569.28,-2129.41,Haryana,Gurugram,Credit Card,Same-Day,Mobile App,0,5
AMZ-157798,2022-01-27,CUST-17983,Aditya Gupta,Returning,Fashion,Running Shoes,1,425.82,425.82,15,63.87,361.95,300.54,61.41,Delhi,New Delhi,Debit Card,Same-Day,Website,0,3
